2025-01-12 04:27:22,245 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-01-12 04:27:22,260 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-01-12 04:27:22,260 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-01-12 04:27:22,261 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-01-12 04:27:22,262 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-01-12 04:27:22,262 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-01-12 04:27:22,263 INFO  SwAddin.cs: 201 - Setting up command manager
2025-01-12 04:27:22,264 INFO  SwAddin.cs: 204 - Adding command manager
2025-01-12 04:27:22,265 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-01-12 04:27:22,266 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-01-12 04:27:22,266 INFO  SwAddin.cs: 210 - Adding event handlers
2025-01-12 04:27:22,268 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-01-12 04:59:23,807 INFO  SwAddin.cs: 294 - Assembly export called for file Assembly
2025-01-12 04:59:23,807 INFO  SwAddin.cs: 299 - Save is required
2025-01-12 04:59:23,807 INFO  SwAddin.cs: 313 - Saving assembly
2025-01-12 04:59:24,872 INFO  SwAddin.cs: 316 - Opening property manager
2025-01-12 04:59:24,896 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assembly
2025-01-12 04:59:24,898 INFO  ExportHelperExtension.cs: 1136 - Found 155 in Assembly
2025-01-12 04:59:24,900 INFO  ExportHelperExtension.cs: 1145 - Found 14 features of type [CoordSys] in Assembly
2025-01-12 04:59:24,900 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-01-12 04:59:24,900 INFO  ExportHelperExtension.cs: 1160 - 17 components to check
2025-01-12 04:59:24,902 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gripper Assem 1-1
2025-01-12 04:59:24,902 INFO  ExportHelperExtension.cs: 1136 - Found 57 in Gripper Assem 1-1
2025-01-12 04:59:24,902 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gripper Assem 1-1
2025-01-12 04:59:24,902 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm 1-1
